TARGET, BSSQ, BSGQ, ESSQ*, ESGQ, BFQ, BFSS, BFSG, EFQ, EFSS, EFSG, TSS, TFR, TCON, TH, TPS, TMC, TPR, TRSG, TUC, TUI
SOUL, ¥, ¥, 19, .02, SO--, 33, .03, --UL, 4, .19, 20, 47, 1.87, , N, 1.37, .26, .015, 1, .95
SOUND, 6, .20, 9, .06, S---D, 15, .16, -OUND, 7, .21, 10, 204, 5.28, P, N, 2.50, .80, .078, 1, 1.00
SOUP, ¥, ¥, 17, .06, SO--, 19, .01, -OU-, 11, .01, 25, 16, 6.11, , N, 2.38, .54, .059, 1, .96
SOUR, 6, .23, 12, .17, SO--, 19, 0.00, , ¥, ¥, 13, 3, 4.54, , AJ, 1.67, .42, .203, 1, .92
SOUTH, 6, .19, ¥, ¥, , ¥, ¥, -OUTH, 3, .20, 7, 240, 3.39, , N, .33, .50, .537, 1, .86
SOUTHERN, 20, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 21, 137, ¥, , AJ, ¥, ¥, ¥, 0, .43
SOW, 6, .18, 11, .02, , ¥, ¥, -OW, 11, .03, 15, 3, 4.86, , V, 2.27, .33, .026, 1, 1.00
SPACE, ¥, ¥, 14, .07, SP---, 23, .06, --ACE, 6, .13, 25, 184, 3.59, , N, 1.91, .68, .068, 1, .88
SPADE, ¥, ¥, 23, .03, , ¥, ¥, , ¥, ¥, 13, 10, 5.61, N, N, 1.17, .08, .003, 1, .92
SPAGHETTI*, ¥, ¥, 6, .02, , ¥, ¥, , ¥, ¥, 13, 1, ¥, , N, 2.30, .60, .324, 1, .77
SPAN, ¥, ¥, 14, .01, , ¥, ¥, , ¥, ¥, 12, 19, 3.05, , N, .70, .20, .004, 1, .83
SPANK, ¥, ¥, 21, .06, SP---, 23, 0.00, --ANK, 12, .07, 19, 0, 4.75, , V, 2.67, .17, .022, 1, .95
SPARE, ¥, ¥, 25, .01, SP---, 26, .04, , ¥, ¥, 11, 23, ¥, T, V, .33, .11, .001, 1, .82
SPARROW*, ¥, ¥, 9, .43, , ¥, ¥, , ¥, ¥, 5, 1, 6.25, , N, 1.80, 0.00, 0.000, 1, 1.00
SPAWN, ¥, ¥, 10, .04, , ¥, ¥, , ¥, ¥, 15, 0, 3.68, , N, 1.33, .13, .002, 1, 1.00
SPEAK, 4, .14, 20, .03, SP---, 23, .07, --EAK, 8, .14, 16, 110, 4.15, , V, 2.12, .56, .136, 1, 1.00
SPEAKER*, 4, .01, 13, .05, , ¥, ¥, , ¥, ¥, 21, 49, 6.13, N, N, 2.78, .22, .009, 1, .86
SPECIAL, 9, .12, ¥, ¥, , ¥, ¥, , ¥, ¥, 20, 245, ¥, , AJ, 1.67, .39, .013, 1, .90
SPECIFIC, 9, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 20, 115, 2.53, , AJ, ¥, ¥, ¥, 0, .75
SPEECH, 4, .02, 13, .02, , ¥, ¥, , ¥, ¥, 17, 61, 4.87, , N, 1.82, .35, .039, 1, 1.00
SPEED, 4, .82, 26, .02, S---D, 15, .04, , ¥, ¥, 15, 83, 3.56, T, N, 1.47, .53, .056, 1, 1.00
SPELL, 9, .31, 16, .06, SP---, 26, .16, , ¥, ¥, 21, 19, 3.49, N, V, 1.58, .16, .010, 1, .90
SPEND, 9, .12, 17, .02, S---D, 15, .01, , ¥, ¥, 7, 53, 3.61, G, V, 1.14, .71, .077, 1, 1.00
SPHERE, ¥, ¥, 22, 0.00, , ¥, ¥, , ¥, ¥, 9, 22, 4.72, , N, 3.00, .22, .004, 1, 1.00
SPICE, ¥, ¥, 15, .01, SP---, 26, .10, , ¥, ¥, 17, 4, 5.86, , N, 2.53, .53, .062, 1, 1.00
SPIKE, ¥, ¥, 11, .09, SP---, 26, .07, , ¥, ¥, 23, 2, 5.55, G, N, 1.10, .05, .001, 1, .91
SPILL, ¥, ¥, 15, .04, , ¥, ¥, , ¥, ¥, 16, 1, 4.49, , V, 1.69, .38, .018, 1, 1.00
SPIN, ¥, ¥, 18, .01, , ¥, ¥, --IN, 12, .17, 16, 5, 4.24, , V, ¥, ¥, ¥, 0, .81
SPINE, ¥, ¥, 21, .04, SP---, 23, .01, , ¥, ¥, 10, 6, 6.22, , N, ¥, ¥, ¥, 0, .90
SPIT, ¥, ¥, 13, .03, , ¥, ¥, , ¥, ¥, 23, 11, ¥, G, N, 1.21, .21, .098, 1, .83
SPLASH, ¥, ¥, 18, .01, , ¥, ¥, , ¥, ¥, 9, 3, 4.89, , V, 1.75, .13, 0.000, 1, .89
SPLIT, ¥, ¥, 13, 0.00, SP---, 26, .01, , ¥, ¥, 28, 30, ¥, , V, .88, .16, .013, 1, .89
SPOIL, ¥, ¥, 10, .22, S---L, 17, .04, , ¥, ¥, 14, 3, 3.00, , V, 1.21, .07, .001, 1, 1.00
SPOOK, ¥, ¥, 8, .09, , ¥, ¥, , ¥, ¥, 5, 0, 4.07, , N, 1.40, .20, .024, 1, 1.00
SPOOL, ¥, ¥, 10, .06, SP---, 23, .01, --OOL, 3, .33, 5, 0, 5.53, , N, 1.80, .20, .002, 1, 1.00
SPOON, ¥, ¥, 22, .27, SP---, 23, .09, --OON, 3, .44, 12, 6, 5.88, , N, 1.25, .42, .277, 1, 1.00
SPORT, ¥, ¥, 19, .05, SP---, 23, .01, , ¥, ¥, 12, 17, 4.18, , N, 1.83, .50, .055, 1, 1.00
SPOT, ¥, ¥, 8, 0.00, , ¥, ¥, , ¥, ¥, 12, 57, 4.71, T, N, 1.25, .33, .074, 1, 1.00
SPOUSE, ¥, ¥, 7, .03, , ¥, ¥, , ¥, ¥, 11, 3, 6.12, , N, 3.45, .64, .029, 1, 1.00
SPRAIN, ¥, ¥, 38, 0.00, SPR---, 8, .07, , ¥, ¥, 8, 0, 4.15, , V, 1.62, .25, .030, 1, 1.00
SPRAY, ¥, ¥, 26, 0.00, SP---, 26, .03, , ¥, ¥, 20, 16, 6.21, T, V, ¥, ¥, ¥, 0, .85
SPREAD, ¥, ¥, 20, 0.00, SPR---, 8, .02, , ¥, ¥, 15, 83, 3.22, N, V, .64, .07, 0.000, 1, .93
SPREE, ¥, ¥, 33, .01, , ¥, ¥, , ¥, ¥, 10, 4, 2.81, , N, .80, .10, .024, 1, 1.00
SPRING, ¥, ¥, 25, .01, SPR---, 8, .49, , ¥, ¥, 14, 127, 5.12, N, V, 1.71, .43, .080, 1, 1.00
SPY, ¥, ¥, 25, .04, , ¥, ¥, , ¥, ¥, 26, 9, ¥, , N, ¥, ¥, ¥, 0, .69
SQUAD, ¥, ¥, 12, 0.00, , ¥, ¥, , ¥, ¥, 10, 18, 5.22, , N, ¥, ¥, ¥, 0, .70
SQUARE, ¥, ¥, 25, 0.00, , ¥, ¥, , ¥, ¥, 13, 143, 5.15, N, N, 1.42, .67, .383, 1, .92
SQUEAK, ¥, ¥, 20, .04, , ¥, ¥, , ¥, ¥, 13, 1, 4.51, , V, .75, .08, .003, 1, .92
SQUEAL, ¥, ¥, 17, .02, , ¥, ¥, , ¥, ¥, 22, 1, ¥, , V, 1.00, .07, .003, 1, .68
SQUEEZE, ¥, ¥, 21, .07, , ¥, ¥, , ¥, ¥, 21, 11, ¥, G, V, 1.74, .21, .026, 1, .90
SQUID, ¥, ¥, 14, .09, , ¥, ¥, , ¥, ¥, 14, 0, ¥, , N, 2.31, .08, .034, 1, .93
SQUINT, ¥, ¥, 11, .04, , ¥, ¥, , ¥, ¥, 16, 1, 4.45, , V, 2.86, .07, 0.000, 1, .88
SQUIRREL, ¥, ¥, 11, .02, , ¥, ¥, , ¥, ¥, 11, 1, 6.08, , N, 1.50, .40, .052, 1, .91
STAB, 8, .19, 18, .11, , ¥, ¥, , ¥, ¥, 12, 3, 4.63, , V, 2.56, .11, .008, 1, .75
STABLE*, ¥, ¥, 11, .24, , ¥, ¥, , ¥, ¥, 13, 30, 5.13, N, AJ, ¥, ¥, ¥, 0, .69
STACK, 8, .08, 25, .02, STA--, 15, .05, --ACK, 8, .05, 17, 9, ¥, , N, ¥, ¥, ¥, 0, .65
STAFF, 8, .46, 7, .02, STA--, 15, .09, , ¥, ¥, 23, 113, ¥, N, N, ¥, ¥, ¥, 0, .74
STAG, 8, .12, 18, .04, , ¥, ¥, , ¥, ¥, 10, 8, ¥, T, N, .56, 0.00, 0.000, 1, .90
STAGE, ¥, ¥, 9, .05, ST---, 30, .02, , ¥, ¥, 19, 174, 5.59, N, N, 2.39, .44, .020, 1, .95
STAIN, ¥, ¥, 38, .01, STA--, 15, .09, --AIN, 10, .34, 24, 6, 6.25, , V, 2.18, .18, .067, 1, .92
STAIR, ¥, ¥, 25, .01, ST---, 30, .05, , ¥, ¥, 12, 2, 5.54, , N, .82, .36, .077, 1, .92
STAKE, ¥, ¥, 20, 0.00, ST---, 30, .01, , ¥, ¥, 17, 20, 5.36, N, N, .50, .13, .003, 1, .94
STALE, ¥, ¥, 28, .04, ST---, 15, .09, , ¥, ¥, 14, 4, 3.89, , AJ, 1.00, .07, .004, 1, 1.00
STALK, ¥, ¥, 11, .04, STA--, 15, .07, --ALK, 2, .45, 25, 9, 4.00, N, N, 1.04, .21, .010, 1, .96
STALL, ¥, ¥, 15, .03, STA--, 15, .03, , ¥, ¥, 14, 18, ¥, N, N, 1.31, .23, .002, 1, .93
STALLION*, ¥, ¥, 5, .46, , ¥, ¥, , ¥, ¥, 8, 3, ¥, , N, .43, .29, .001, 1, .88
STAMP, 8, 0.00, 12, .06, ST---, 30, .05, , ¥, ¥, 13, 8, 6.30, N, V, 1.00, .67, .082, 1, .69
STAND, 8, .01, 13, .04, ST---, 30, .03, , ¥, ¥, 10, 148, 4.40, N, V, .60, .20, .187, 1, 1.00
STAR, ¥, ¥, 10, .01, S---, 33, .01, --AR, 12, .25, 16, 25, 5.59, N, N, 2.50, .64, .060, 1, .88
STARCH, ¥, ¥, 4, .14, , ¥, ¥, --AR--, 25, .05, 17, 4, 5.57, G, N, 1.50, .13, .003, 1, .94
STARE, ¥, ¥, 25, .02, S-A-E, 20, .02, , ¥, ¥, 12, 14, 3.56, , V, ¥, ¥, ¥, 0, .75
STARS, ¥, ¥, ¥, ¥, STA--, 15, .02, , ¥, ¥, 18, 29, 5.59, , N, ¥, ¥, ¥, 0, .72
START, ¥, ¥, 12, .06, ST---, 30, .01, --ART, 6, .26, 10, 154, 2.40, , V, 1.90, .60, .159, 1, 1.00
STATE, ¥, ¥, 25, .02, ST---, 30, .06, --ATE, 8, .05, 15, 808, 4.31, N, N, 1.07, .64, .076, 1, .93
STATEMENT, ¥, ¥, 14, 0.00, , ¥, ¥, , ¥, ¥, 18, 141, ¥, , N, 1.75, .25, .004, 1, .89
STATION*, ¥, ¥, 18, .02, , ¥, ¥, , ¥, ¥, 10, 105, 5.48, , N, 1.00, .89, .049, 1, .90
STATUE, 8, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 17, 15, 6.00, , N, 1.47, .29, .089, 1, 1.00
STAY, ¥, ¥, 26, .06, S---, 33, .01, , ¥, ¥, 19, 113, 3.18, G, V, 2.19, .56, .099, 1, .84
STEAK, ¥, ¥, 20, .01, STE--, 12, .01, --EAK, 8, .10, 19, 10, 6.47, , N, 2.20, .33, .065, 1, .79
STEAL, 6, .19, 17, .07, STE--, 12, .14, , ¥, ¥, 17, 5, 3.59, , V, 2.56, .44, .131, 1, .94
STEAM, 6, .29, 17, .02, STE--, 12, .10, , ¥, ¥, 18, 17, 6.41, , N, 1.53, .29, .011, 1, .94
STEEL, 6, .11, 17, .02, S---L, 17, .05, ---EL, 17, .12, 17, 45, 5.82, G, N, 1.06, .19, .095, 1, .94
STEEP, 6, .15, 14, .03, ST---, 30, .02, , ¥, ¥, 14, 13, ¥, N, AJ, 2.00, .21, .023, 1, 1.00
STEEPLE, 6, .02, ¥, ¥, , ¥, ¥, , ¥, ¥, 6, 9, 5.28, , N, .17, .33, .031, 1, 1.00
STEER, ¥, ¥, ¥, ¥, STE--, 12, .09, , ¥, ¥, 15, 9, ¥, W, V, 1.73, .20, .008, 1, 1.00
STEM, ¥, ¥, 8, .08, , ¥, ¥, --EM, 6, .05, 9, 29, 5.44, , N, 2.67, .44, .009, 1, 1.00
STENCH, ¥, ¥, 6, .11, , ¥, ¥, --ENCH, 7, .05, 4, 1, 3.68, , N, 2.00, .67, .003, 1, .75
STEPS, ¥, ¥, ¥, ¥, ST---, 30, .02, , ¥, ¥, 11, 119, 4.91, , N, 1.91, .18, .078, 1, 1.00
STERN, ¥, ¥, 11, .04, STE--, 12, .03, , ¥, ¥, 15, 23, 3.40, T, AJ, 1.43, .21, .008, 1, .93
STEW, ¥, ¥, 30, 0.00, , ¥, ¥, , ¥, ¥, 10, 5, 5.79, N, V, 2.10, .20, .019, 1, 1.00
STICK, 7, .26, 21, .12, STI--, 5, .34, --ICK, 9, .35, 24, 39, 6.00, N, N, 1.24, .33, .056, 1, .88
STICKY, 7, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 16, 9, 3.89, , AJ, 1.06, .38, .079, 1, 1.00
STIFF, 7, .68, 12, .16, STI--, 5, .03, , ¥, ¥, 18, 21, 4.77, G, AJ, .76, .24, .006, 1, .94
STILL, 7, 0.00, 15, .05, STI--, 5, .16, , ¥, ¥, 16, 782, 3.46, N, AJ, 1.20, .27, .051, 1, .94
STING, ¥, ¥, 25, .06, ST---, 32, .05, --ING, 3, .17, 9, 5, 4.52, T, V, 1.44, .33, .227, 1, 1.00
STINK, ¥, ¥, 15, .22, STI--, 5, .14, --INK, 5, .17, 11, 3, 3.90, , V, 1.22, .44, .122, 1, .82
STIR, ¥, ¥, 20, .04, , ¥, ¥, , ¥, ¥, 14, 7, ¥, N, V, 1.29, .21, .094, 1, 1.00
STITCH, 7, .01, 13, .14, , ¥, ¥, , ¥, ¥, 9, 3, 4.87, T, N, 1.44, .22, .022, 1, 1.00
STOCK, ¥, ¥, 15, .01, , ¥, ¥, , ¥, ¥, 21, 147, ¥, G, N, ¥, ¥, ¥, 0, .67
STOMACH, 9, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 17, 37, 6.04, G, N, 1.80, .47, .043, 1, .88
STONE, 8, .24, 26, .02, ST---, 30, .01, --ONE, 9, .22, 10, 58, 6.32, , N, .78, .22, .179, 1, .90
STONED, 8, .12, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 2, ¥, , V, 1.25, 0.00, 0.000, 1, .92
STOOL, ¥, ¥, 10, .04, ST---, 30, 0.00, --OOL, 3, .31, 16, 8, 5.66, , N, ¥, ¥, ¥, 0, .75
STOP, ¥, ¥, 16, .06, S---, 33, .06, , ¥, ¥, 8, 120, 2.93, G, V, 1.75, .88, .435, 1, 1.00
STORAGE, ¥, ¥, 5, 0.00, , ¥, ¥, ----AGE, 25, .08, 21, 41, 4.88, , N, 1.65, .35, .026, 1, .95
STORE, ¥, ¥, 28, .05, ST---, 30, .08, --ORE, 9, .19, 17, 74, 5.44, N, N, 1.75, .56, .109, 1, .94
STORM, ¥, ¥, 6, .04, ST---, 30, .01, , ¥, ¥, 12, 26, 4.92, , N, 2.25, .67, .048, 1, 1.00
STORY*, ¥, ¥, 11, .26, ST---, 30, .29, --ORY, 3, .71, 14, 153, 4.18, N, N, 1.38, .46, .097, 1, .93
STOVE, 8, .45, 7, .07, ST---, 30, 0.00, , ¥, ¥, 11, 15, 5.75, , N, 1.80, .40, .066, 1, .91
STRAIGHT, ¥, ¥, 25, 0.00, , ¥, ¥, , ¥, ¥, 12, 114, 3.89, , AJ, .91, .91, .138, 1, .92
STRAIN, ¥, ¥, 38, .01, STR---, 12, .04, , ¥, ¥, 26, 31, ¥, N, V, 1.46, .13, .003, 1, .92
STRAND, ¥, ¥, ¥, ¥, STR---, 12, .01, , ¥, ¥, 13, 7, 4.38, T, N, 1.00, 0.00, 0.000, 1, .92
STRANGE, ¥, ¥, 9, .09, , ¥, ¥, , ¥, ¥, 12, 84, 2.45, , AJ, 3.80, .70, .169, 1, .83
STRANGER*, ¥, ¥, 4, .03, , ¥, ¥, , ¥, ¥, 20, 40, 5.55, , N, 1.32, .11, 0.000, 1, .95
STRAP, ¥, ¥, 20, .01, ST---, 30, .01, , ¥, ¥, 22, 2, 5.87, , N, 1.85, .20, .008, 1, .91
STRATEGY, ¥, ¥, 33, 0.00, , ¥, ¥, , ¥, ¥, 11, 22, ¥, , N, .70, .10, .028, 1, .91
STRAW, ¥, ¥, ¥, ¥, ST---, 30, .01, , ¥, ¥, 16, 18, 5.91, N, N, 1.38, .25, .014, 1, 1.00
STREAM, ¥, ¥, 17, .02, STR---, 12, .02, --RE--, 23, .02, 10, 51, 6.24, , N, 2.60, .50, .077, 1, 1.00
STREET, ¥, ¥, 17, 0.00, STR---, 12, .05, --RE--, 23, .08, 15, 244, 5.84, , N, 1.87, .67, .200, 1, 1.00
STRESS, ¥, ¥, 20, .01, STR---, 12, 0.00, , ¥, ¥, 23, 107, 3.26, W, N, 2.65, .44, .059, 1, 1.00
STRICT, ¥, ¥, ¥, ¥, STR---, 12, .02, ---ICT, 3, .06, 17, 11, ¥, , AJ, 2.19, .25, .016, 1, .94
STRIKE, ¥, ¥, 11, 0.00, STR---, 12, .21, , ¥, ¥, 15, 50, ¥, N, V, 1.20, .33, .004, 1, 1.00
STRING, ¥, ¥, 25, .02, STR---, 12, .36, ---ING, 29, .01, 17, 19, 5.40, G, N, 1.12, .65, .089, 1, 1.00
STRIPE, ¥, ¥, 11, .02, STR---, 12, .07, ---IPE, 2, .35, 23, 4, 4.56, G, N, 1.00, .27, .034, 1, .96
STRIVE, ¥, ¥, 15, .07, , ¥, ¥, , ¥, ¥, 18, 7, ¥, , V, 1.88, .19, .006, 1, .89
STROKE, ¥, ¥, 16, .04, STR---, 12, .01, , ¥, ¥, 26, 19, 4.53, T, N, 1.12, .12, .011, 1, .96
STRONG, ¥, ¥, 12, 0.00, STR---, 12, .04, , ¥, ¥, 11, 202, 3.24, , AJ, 1.30, .60, .297, 1, .91
STRUGGLE*, ¥, ¥, 4, .14, STR----E, 3, .35, , ¥, ¥, 12, 62, ¥, , V, 1.09, .18, .007, 1, .92
STUB, 9, .01, 13, .03, , ¥, ¥, , ¥, ¥, 17, 3, 6.20, G, N, .94, .12, .024, 1, 1.00
STUBBORN, 9, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 23, 12, ¥, , AJ, ¥, ¥, ¥, 0, .65
STUCK, 9, .53, 12, .05, STU--, 7, .14, , ¥, ¥, 18, 23, 3.42, , V, ¥, ¥, ¥, 0, .72
STUD, 9, .02, 14, .02, , ¥, ¥, , ¥, ¥, 21, 7, 6.20, T, N, .69, 0.00, 0.000, 1, .76
STUDY, 9, .02, ¥, ¥, S-U--, 20, .11, --UDY, 2, .88, 20, 246, 4.10, G, N, 3.55, .50, .021, 1, 1.00
STUFF, 9, .26, 20, .09, S-U--, 20, .01, , ¥, ¥, 16, 32, 3.71, , N, .73, .20, .080, 1, .94
STUMBLE, ¥, ¥, 7, 0.00, , ¥, ¥, , ¥, ¥, 4, 1, 4.29, , V, 1.00, .25, 0.000, 1, 1.00
STUMP, 9, .02, 15, .06, STU--, 7, .10, , ¥, ¥, 11, 2, 5.14, , N, .64, .09, .031, 1, 1.00
STUPID, ¥, ¥, ¥, ¥, STU---, 7, .11, , ¥, ¥, 6, 24, 3.39, , AJ, 1.67, .83, .368, 1, 1.00
STY, ¥, ¥, 25, .01, , ¥, ¥, , ¥, ¥, 8, 0, 4.84, G, N, 1.14, .14, .005, 1, .88
STYLE, ¥, ¥, 15, .07, , ¥, ¥, --YLE, 1, .36, 23, 98, 3.75, G, N, 1.14, .57, .022, 1, .91
SUB, ¥, ¥, 13, .03, , ¥, ¥, -UB, 7, .11, 12, 5, ¥, G, N, 1.36, .09, .009, 1, .92
SUBJECT, 20, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 15, 161, ¥, T, AJ, 2.50, .29, .038, 1, .93
SUBMARINE, 20, .04, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 27, 5.60, , N, 1.60, .20, .004, 1, .77
SUBTLE, 20, .05, ¥, ¥, , ¥, ¥, , ¥, ¥, 14, 25, 2.28, , AJ, 1.21, .07, .001, 1, 1.00
SUCCEED, ¥, ¥, 26, .02, , ¥, ¥, , ¥, ¥, 21, 15, 3.00, G, V, 2.45, .20, .013, 1, .95
SUCCESS, 20, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 13, 93, 2.88, , N, 2.15, .31, .056, 1, 1.00
SUCK, 20, .03, 12, .11, , ¥, ¥, -UCK, 7, .11, 21, 5, ¥, , V, ¥, ¥, ¥, 0, .76
SUDS, 20, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 5, 9, 6.75, G, N, 2.20, .40, .023, 1, 1.00
SUE, ¥, ¥, 32, 0.00, , ¥, ¥, -UE, 4, .10, 15, 18, 4.28, , V, 1.46, .08, .003, 1, .87
SUGAR, ¥, ¥, ¥, ¥, SU---, 10, .05, , ¥, ¥, 12, 34, 6.35, , N, 1.50, .75, .071, 1, 1.00
SUIT, ¥, ¥, 11, .01, S---, 33, .02, , ¥, ¥, 21, 48, 5.41, N, N, 2.21, .37, .019, 1, .90
SUITE, ¥, ¥, ¥, ¥, SU---, 10, .05, , ¥, ¥, 13, 27, ¥, , N, 1.36, .09, .002, 1, .85
SUM, 20, .02, 18, .01, S--, 15, .01, -UM, 7, .13, 11, 45, 3.50, , N, .82, .46, .078, 1, 1.00
SUMMARY, 20, 0.00, 8, 0.00, , ¥, ¥, , ¥, ¥, 22, 21, ¥, , AJ, 2.00, .16, .011, 1, .86
SUN, 20, .14, 16, .11, S--, 15, .03, -UN, 7, .41, 14, 112, 6.23, , N, 2.36, .93, .153, 1, 1.00
SUNNY, ¥, ¥, ¥, ¥, SU---, 10, .17, --N--, 17, .09, 13, 13, ¥, , AJ, 2.54, .15, .039, 1, 1.00
SUNSHINE, ¥, ¥, ¥, ¥, , ¥, ¥, -----INE, 8, 0.00, 17, 8, 5.47, G, N, 2.71, .18, .019, 1, 1.00
SUPER, ¥, ¥, ¥, ¥, SU---, 10, .12, --PER, 4, .14, 11, 8, ¥, , N, 2.10, .30, .023, 1, .91
SUPPER, 20, .05, ¥, ¥, , ¥, ¥, ---PER, 13, .20, 11, 37, 5.26, , N, 2.73, .27, .293, 1, 1.00
SUPPOSE, 20, .01, ¥, ¥, , ¥, ¥, , ¥, ¥, 11, 97, 2.17, , V, 1.25, .13, .004, 1, .73
SURE, ¥, ¥, 20, 0.00, , ¥, ¥, -URE, 4, .31, 13, 264, 2.77, , AJ, 1.42, .50, .037, 1, .92
SWALLOW*, ¥, ¥, 4, .15, , ¥, ¥, , ¥, ¥, 17, 10, 4.95, N, V, 2.00, .29, .036, 1, 1.00
SWAMP, ¥, ¥, ¥, ¥, SW---, 18, .02, , ¥, ¥, 24, 5, 6.62, N, N, 1.63, .21, .051, 1, .79
SWAP, ¥, ¥, ¥, ¥, , ¥, ¥, --AP, 13, .03, 8, 2, ¥, , V, 1.38, .25, .026, 1, 1.00
SWAY, ¥, ¥, 26, .01, , ¥, ¥, , ¥, ¥, 13, 5, ¥, , V, .73, .27, .009, 1, .85
SWEAR, ¥, ¥, 25, 0.00, SW---, 18, .05, , ¥, ¥, 13, 10, ¥, T, V, 1.85, .39, .125, 1, 1.00
SWEAT, ¥, ¥, 17, .01, SW---, 18, .14, , ¥, ¥, 16, 23, 4.53, , V, .87, .53, .191, 1, .94
SWEEP, ¥, ¥, 14, 0.00, SW---, 18, .01, , ¥, ¥, 9, 15, 4.18, , V, 2.56, .33, .209, 1, 1.00
SWEET, ¥, ¥, 17, .02, SW---, 18, .10, , ¥, ¥, 12, 70, 4.53, , AJ, 2.08, .67, .255, 1, 1.00
SWIFT, 6, .76, 8, .05, SW---, 18, .02, , ¥, ¥, 7, 32, 3.31, , AJ, 2.00, .29, .010, 1, 1.00
SWIM, 6, .13, 17, .01, SW--, 2, .64, --IM, 8, .10, 19, 15, 4.85, G, V, 1.94, .69, .076, 1, .84
SWING, 6, .01, 25, .03, SW---, 18, .12, , ¥, ¥, 22, 24, 5.08, G, V, 1.82, .32, .033, 1, 1.00
SWISS, ¥, ¥, 9, 0.00, SW---, 18, .01, , ¥, ¥, 11, 14, ¥, , AJ, .44, .22, .033, 1, .82
SWITCH, 6, .02, 13, .02, , ¥, ¥, , ¥, ¥, 8, 43, 5.25, N, N, .71, .57, .014, 1, .88
SWOON, ¥, ¥, 22, .03, SW---, 18, 0.00, --OON, 3, .08, 8, 0, 3.26, , V, 1.12, 0.00, 0.000, 1, 1.00
SWORD, ¥, ¥, 15, .01, SW---, 18, .03, , ¥, ¥, 18, 7, 5.25, , N, 2.00, .40, .051, 1, .83
SYMPHONY, 11, 0.00, ¥, ¥, , ¥, ¥, , ¥, ¥, 7, 33, 5.35, , N, 2.29, .14, .044, 1, 1.00
TAB, 18, .37, 18, .08, TA-, 7, .10, , ¥, ¥, 16, 1, ¥, N, N, 2.20, 0.00, 0.000, 1, .94
TABLE*, 7, .12, 11, .28, , ¥, ¥, , ¥, ¥, 10, 198, 6.00, , N, .67, .33, .239, 1, .90
TABLET, ¥, ¥, ¥, ¥, TA----, 21, .02, , ¥, ¥, 17, 3, ¥, G, N, 2.00, .13, .009, 1, .88
TACK, 18, .06, 25, .11, , ¥, ¥, -ACK, 8, .11, 12, 4, 5.64, T, N, .67, .17, .009, 1, 1.00
TACKLE, 18, .02, ¥, ¥, TA----, 21, .05, , ¥, ¥, 11, 10, ¥, , V, .82, .18, .011, 1, 1.00
TACT, 18, 0.00, 15, .08, , ¥, ¥, , ¥, ¥, 15, 6, 3.10, , N, 1.58, 0.00, 0.000, 1, .80
TAG, 18, .12, 18, .02, TA-, 7, .24, -AG, 10, .16, 21, 5, ¥, N, N, 1.11, .11, .010, 1, .86
TAIL, 7, .01, 28, .03, , ¥, ¥, --IL, 17, .03, 17, 24, 6.09, G, N, 1.24, .18, .040, 1, 1.00
TAKE, 7, .36, 20, .12, , ¥, ¥, -AKE, 9, .05, 11, 611, 3.20, , V, 2.55, .73, .250, 1, 1.00
TALE, ¥, ¥, 28, .02, , ¥, ¥, , ¥, ¥, 14, 21, 3.39, , N, 1.43, .36, .104, 1, 1.00
TALENT, ¥, ¥, ¥, ¥, TA----, 21, .06, , ¥, ¥, 16, 40, 2.88, , N, 1.75, .31, .020, 1, 1.00
TALK, 5, .38, 11, .26, , ¥, ¥, --LK, 11, .14, 18, 154, 4.18, , V, ¥, ¥, ¥, 0, .78
TALL, 5, .46, 15, .08, , ¥, ¥, -ALL, 7, .16, 9, 55, 4.35, , AJ, 1.25, .63, .302, 1, .89
TAME, 7, .08, 15, .14, , ¥, ¥, , ¥, ¥, 13, 4, 3.27, , AJ, ¥, ¥, ¥, 0, .77
TAN, 18, .01, 14, .03, TA-, 7, .10, -AN, 9, .12, 13, 9, 4.18, , V, 1.38, .31, .040, 1, 1.00
TANK, ¥, ¥, 21, .13, , ¥, ¥, -ANK, 5, .48, 14, 12, 5.71, , N, 1.08, .23, .003, 1, .93
TANTRUM, 18, 0.00, 18, 0.00, , ¥, ¥, , ¥, ¥, 13, 2, ¥, , N, 2.08, .17, .055, 1, .92
TAP, 18, .14, 20, .06, TA-, 7, .35, -AP, 9, .07, 19, 18, 4.95, N, V, .72, .11, .002, 1, .95
TAPE, 7, .14, 13, .10, , ¥, ¥, , ¥, ¥, 18, 35, 5.62, , N, ¥, ¥, ¥, 0, .83
TAR, ¥, ¥, 10, .05, TA-, 7, .06, -AR, 8, .12, 16, 12, 5.93, , N, 1.00, .19, .007, 1, 1.00
