TARGET, K&F FREQ, Accessibility Index
LOCHNESS MONSTER, 0, 1
FAUX, 0, 1
LONESOME, 0, 1
LOOM, 0, 1
LOONEY, 0, 1
LOOKOUT, 0, 1
FAREWELL, 0, 1
FARE, 0, 1
FAN, 18, 1
LOSES, 0, 1
LOOSER, 0, 1
LORE, 0, 1
LOOKING UP, 0, 1
LONG TIME AGO, 0, 1
LONGER, 0, 1
FART, 0, 1
LONG DISTANCE, 0, 1
LONGITUDE, 0, 1
LOOK OUT, 0, 1
LOOKING, 0, 1
FARMERS, 0, 1
LOOK BACK, 0, 1
EYE SHADOW, 0, 1
EXPERTS, 0, 1
MARCHING, 0, 1
EXPIRED, 0, 1
EXPIRE, 0, 1
MARGARITA, 0, 1
EXPERIMENTER, 0, 1
EXPERIENCED, 0, 1
MARGARITAVILLE, 0, 1
MARGIN, 10, 1
MANUSCRIPT, 0, 1
EXPONENT, 0, 1
EXPLOSIVE, 0, 1
MANNERED, 0, 1
MANNERISMS, 0, 1
MANTA, 0, 1
MANUFACTURED, 0, 1
MANUFACTURER, 18, 1
MANTLE, 0, 1
EXPLORER, 4, 1
EXPENDABLE, 0, 1
MARTYR, 0, 1
MARVELOUS, 0, 1
MARSHMALLOW, 0, 1
MARTHA STEWART, 0, 1
MARXISM, 0, 1
MARY LOU, 0, 1
MARY LOU RETTON, 0, 1
MARXIST, 0, 1
EXORCIST, 0, 1
MARSHALL, 0, 1
MARKING, 0, 1
EXPECTATIONS, 0, 1
EXPEL, 0, 1
MARKETING, 0, 1
EXPECT, 0, 1
EXPANSE, 0, 1
MARSHAL, 0, 1
MARROW, 5, 1
EXPANSION, 0, 1
EXPOSURE, 0, 1
MAGNUM, 0, 1
EXTRACURRICULAR, 0, 1
MAGMA, 0, 1
MAGNETISM, 0, 1
MAIM, 0, 1
MAIZE, 0, 1
EXTORTION, 0, 1
EXTRACT, 0, 1
MAINTENANCE, 0, 1
EXTREMITY, 4, 1
MADAME, 0, 1
EYE LID, 0, 1
MACK, 0, 1
EYE LINER, 0, 1
MADE IN, 0, 1
MAG-LIGHT, 0, 1
EYE BALL, 0, 1
MADONNA, 0, 1
EYE BROW, 0, 1
EXTORT, 0, 1
MALT, 1, 1
EXQUISITE, 0, 1
MALLEABLE, 0, 1
MALLET, 0, 1
MANHATTAN, 0, 1
MANICURE, 0, 1
MANIFOLD, 0, 1
MANIA, 0, 1
EXPOUND, 0, 1
MALLARD, 0, 1
MAKE FUN OF, 0, 1
EXTINGUISH, 0, 1
EXTINGUISHER, 0, 1
MAKE BELIEVE, 0, 1
EXTERNAL, 0, 1
MALIGNANT, 0, 1
EXTENT, 0, 1
MALFUNCTION, 0, 1
MALICE, 0, 1
LIZ TAYLOR, 0, 1
LAXATIVE, 0, 1
FLASHY, 0, 1
FLATS, 0, 1
LAX, 0, 1
LAY DOWN, 0, 1
FLARE, 0, 1
FLAPJACKS, 0, 1
FLASHLIGHT, 8, 1
LAYMAN, 0, 1
LAWFUL, 2, 1
LAUGHING, 0, 1
FLEA COLLAR, 0, 1
FLEX, 2, 1
FLESH, 52, 1
LAUREATE, 0, 1
FLATWARE, 0, 1
LAW ABIDING, 0, 1
FLAWLESS, 0, 1
FLAW, 0, 1
FLAP, 0, 1
LEBANON, 0, 1
FIVE 0, 0, 1
FIXTURE, 0, 1
FIVE SPEED, 0, 1
LECTURER, 0, 1
LEECH, 0, 1
LEERY, 0, 1
FITTEST, 0, 1
LEE, 0, 1
LEASE, 10, 1
FLAMBOYANT, 0, 1
LEAN-TO, 0, 1
FLANNEL, 4, 1
FLAN, 0, 1
LEANING, 0, 1
LEARNED, 0, 1
FLABBERGASTED, 0, 1
FLAIR, 0, 1
FLACK, 0, 1
LATEX, 0, 1
LABYRINTH, 1, 1
FLUORIDE, 0, 1
FLUSTERED, 0, 1
FLUSTER, 0, 1
LADEN, 0, 1
LAGER, 0, 1
FLOURISH, 0, 1
FLOYD, 0, 1
LAG, 0, 1
L.A., 0, 1
KOALA, 0, 1
FLY TRAP, 0, 1
KNOWS, 0, 1
KNOX, 0, 1
FLUX, 0, 1
KY JELLY, 0, 1
L'OREAL, 0, 1
KRYPTONITE, 0, 1
KUNG FU, 0, 1
FLOSS, 0, 1
LARGER, 0, 1
LARYNX, 0, 1
LARD, 0, 1
FLIPS, 0, 1
LASAGNA, 0, 1
LATCH, 5, 1
LATELY, 0, 1
LASHES, 0, 1
FLINTSTONES, 0, 1
LAPSE, 0, 1
LAME, 0, 1
FLORESCENT, 0, 1
LAKERS, 0, 1
FLORIDIAN, 0, 1
LANDING, 0, 1
FLIT, 0, 1
LANKY, 0, 1
FLOCK, 0, 1
FLOATER, 0, 1
FIT IN, 0, 1
LIMITS, 0, 1
FEUD, 1, 1
FICKLE, 0, 1
LIMITATION, 0, 1
FETTUCINI, 0, 1
LINER, 0, 1
FEROCIOUS, 0, 1
FETCHED, 0, 1
FESTIVE, 0, 1
LIME, 13, 1
FIELD GOAL, 0, 1
LIKEABLE, 0, 1
FIFTH, 0, 1
LIKABLE, 0, 1
LIKELIHOOD, 10, 1
FIDDLER, 0, 1
FICTITIOUS, 0, 1
LIKELINESS, 0, 1
FIDGET, 0, 1
LINGO, 0, 1
LITERACY, 0, 1
FEELY, 0, 1
LIT, 17, 1
FELINE, 0, 1
LITHE, 0, 1
LIVID, 0, 1
FECES, 0, 1
LITTER, 3, 1
FED, 0, 1
FELON, 0, 1
LINOLEUM, 0, 1
LINT, 4, 1
LINGUINI, 0, 1
LINGUISTICS, 0, 1
FENCING, 0, 1
FEM, 0, 1
FELONY, 0, 1
FEMUR, 0, 1
FEMINIST, 0, 1
LIGHTHOUSE, 0, 1
LENIENT, 3, 1
FIRE TRUCK, 0, 1
FIREBALL, 0, 1
LENGTHS, 0, 1
LENSES, 0, 1
FIRE ENGINE, 0, 1
LESSER, 0, 1
FIRE FIGHTER, 0, 1
LEOTARDS, 0, 1
FIRECRACKER, 0, 1
FISHER PRICE, 0, 1
FIRST AID, 0, 1
LEFTOVER, 0, 1
FISSION, 0, 1
LEGISLATION, 0, 1
FIREWORKS, 0, 1
FIREWORK, 0, 1
LEGO, 0, 1
LEGS & ARMS, 0, 1
FINS, 0, 1
FILLING, 0, 1
FILLER, 0, 1
FILTHY, 7, 1
FILTER, 0, 1
LICORICE, 0, 1
FIG, 72, 1
FIFTY-FIVE, 0, 1
FIGHTS, 0, 1
FIGHTING, 0, 1
LIBERATED, 0, 1
LEVELS, 0, 1
LEVERS, 0, 1
LET DOWN, 0, 1
FINESSE, 0, 1
LEVY, 0, 1
LIARS, 0, 1
LIBEL, 2, 1
LEXICON, 0, 1
LIABLE, 0, 1
ELM, 3, 1
ELIZABETH, 0, 1
MOONS, 0, 1
MOORE, 0, 1
ELIXIR, 0, 1
MORRISON'S, 0, 1
MORSE, 29, 1
ELITE, 0, 1
ELIMINATION, 9, 1
MOONLIGHT, 13, 1
ELVES, 0, 1
MONTY PYTHON, 0, 1
MONSTERS, 0, 1
EMBARRASSED, 0, 1
ELUSIVE, 0, 1
ELMER'S, 0, 1
ELM STREET, 0, 1
MOO, 0, 1
ELONGATION, 0, 1
MORSEL, 0, 1
ELDER, 0, 1
MOTOR BIKE, 0, 1
MOTIVATION, 0, 1
MOTLEY, 0, 1
MOTORBIKE, 0, 1
MOUNT, 0, 1
MOUNTAIN DEW, 0, 1
ELBOWS, 0, 1
MOTTO, 0, 1
MOTIONLESS, 7, 1
MOSES, 0, 1
ELEMENTARY, 0, 1
MORTAR, 0, 1
MOSCOW, 0, 1
MOSQUITOES, 0, 1
ELECTRICIAN, 0, 1
MOTHERGOOSE, 0, 1
ELECTRONICS, 0, 1
MOTHBALLS, 0, 1
EMBELLISH, 0, 1
ENDANGERMENT, 0, 1
MODELS, 0, 1
ENDEARMENT, 0, 1
MODE, 0, 1
ENCOURAGEMENT, 0, 1
MODIFY, 0, 1
ENCOMPASSING, 0, 1
MODESTY, 0, 1
MODIFICATION, 0, 1
MOCHA, 0, 1
ENDURE, 0, 1
MIX UP, 0, 1
ENDURING, 0, 1
MITTENS, 0, 1
MIXED, 37, 1
ENDOCRINE, 0, 1
MOBY, 0, 1
ENDURANCE, 0, 1
MOAT, 0, 1
MOISTEN, 0, 1
MONKEYS, 0, 1
MONOGAMOUS, 0, 1
EMOTIONS, 0, 1
EMINENT, 0, 1
MONOGRAM, 0, 1
MONS, 0, 1
MONSOON, 0, 1
EMBRACE, 13, 1
MONOXIDE, 0, 1
MONEYLESS, 0, 1
EMULATE, 0, 1
MOLEHILL, 0, 1
MOLAR, 0, 1
ENCHANT, 0, 1
MOLT, 0, 1
EMPHASIZE, 0, 1
MONETARY, 0, 1
MOLTEN, 0, 1
EMPTINESS, 0, 1
MOURN, 0, 1
DYNASTY, 5, 1
NAMES, 0, 1
E=MC2, 0, 1
E.G., 0, 1
NAMESAKE, 0, 1
DWINDLE, 0, 1
NAPKINS, 0, 1
NANNY, 0, 1
DYING, 0, 1
EARNEST, 0, 1
MUTUAL, 0, 1
MYRIAD, 0, 1
MUTT, 0, 1
MUTTON, 8, 1
EASY GOING, 0, 1
EARNINGS, 0, 1
NABISCO, 0, 1
EASEL, 0, 1
EARRINGS, 0, 1
NARCOTIC, 0, 1
NAZIS, 0, 1
DUPER, 0, 1
NAUSEOUS, 0, 1
NAVIGATE, 0, 1
NEARER, 0, 1
DUNCE, 0, 1
DUNCAN, 0, 1
DUNK, 1, 1
DUNGAREES, 0, 1
DURACELL, 0, 1
NASAL, 0, 1
DUVAL, 0, 1
NARCOTICS, 0, 1
DWARFS, 0, 1
DUSTPAN, 0, 1
DUSTING, 0, 1
DUSTER, 0, 1
NATIONALISM, 0, 1
NATIONS, 0, 1
MUTINY, 0, 1
MUCOUS, 0, 1
MUCUS, 0, 1
EFFECTIVE, 0, 1
EERIE, 0, 1
EDUCATED, 0, 1
MUFFLER, 0, 1
EDITORIAL, 42, 1
MUDDY, 0, 1
MUENSTER, 0, 1
MS. MANNERS, 0, 1
EIFFEL, 0, 1
EGOTISTICAL, 0, 1
MOUTHWASH, 0, 1
MOVABLE, 0, 1
EGGPLANT, 0, 1
MR. CLEAN, 0, 1
MRS. KING, 0, 1
EGG ROLL, 0, 1
EFFICIENT, 0, 1
MUGGER, 0, 1
EDDIE MURPHY, 0, 1
ECONOMIC, 243, 1
MURRAY, 0, 1
EDEN, 0, 1
MUSSEL, 2, 1
MUTE, 3, 1
MUTILATE, 0, 1
EBONY, 0, 1
EBB, 0, 1
MURKY, 0, 1
MULTITUDE, 0, 1
MUMPS, 0, 1
MUGS, 0, 1
EDIFICE, 0, 1
MUNCHKIN, 0, 1
EDGER, 0, 1
EDGAR ALLEN POE, 0, 1
EDGES, 0, 1
MUPPETS, 0, 1
MISUSE, 0, 1
EUROPEAN, 0, 1
EUPHORIA, 0, 1
MEDITATE, 0, 1
EVACUATE, 1, 1
EUCALYPTUS, 0, 1
ETHNIC, 0, 1
ET., 0, 1
MELANIN, 0, 1
ETHNICITY, 0, 1
EVALUATION, 0, 1
EVERGLADES, 0, 1
MECHANISM, 0, 1
MEATBALL, 0, 1
MEATBALLS, 0, 1
MED, 0, 1
MEDIATION, 0, 1
EVASION, 0, 1
EVENS, 0, 1
MEDDLING, 0, 1
MEMBRANE, 0, 1
MERGE, 0, 1
MERMAID, 0, 1
MERCHANT, 0, 1
ESPIONAGE, 0, 1
MERMAN, 0, 1
ESCARGOT, 0, 1
MESSENGER, 0, 1
MESH, 0, 1
MESMERIZE, 0, 1
ESPRIT, 0, 1
ESTROGEN, 0, 1
ESTABLISHED, 0, 1
MEMO, 0, 1
MEMOIRS, 0, 1
MENSTRUAL, 0, 1
MENTOR, 0, 1
MENU, 0, 1
ESSENCE, 15, 1
MENTION, 0, 1
MEASURES, 0, 1
MASTICATE, 0, 1
EXCLUSION, 0, 1
MASSEUSE, 0, 1
MASTERPIECE, 0, 1
EXCLAMATION POINT, 0, 1
MATRIX, 0, 1
MATRON, 0, 1
MATES, 0, 1
EXCEPT, 0, 1
MASS COMM, 0, 1
MASCOT, 0, 1
MASCULINE, 0, 1
MARY SHELLEY, 0, 1
EXISTENCE, 107, 1
EXHILARATING, 0, 1
MASON, 23, 1
MASQUERADE, 0, 1
MASHED, 0, 1
EXHAUSTION, 0, 1
EXCELLENCE, 0, 1
MEANDER, 0, 1
EVERYWHERE, 0, 1
MEAGER, 0, 1
EVIDENT, 0, 1
MEANINGS, 0, 1
MEANT-TO-BE, 0, 1
MEASLES, 0, 1
MEANS, 310, 1
MEANT, 0, 1
ME NOT, 0, 1
EXAGGERATE, 0, 1
MAYBE NOT, 0, 1
MAUSOLEUM, 0, 1
EXAMINATION, 0, 1
MAYBELLINE, 0, 1
EX, 0, 1
MCFLY, 0, 1
EX-WIFE, 0, 1
EX-LAX, 0, 1
MET, 0, 1
MINTS, 7, 1
ENROLL, 0, 1
MINORITY, 25, 1
ENSEMBLE, 0, 1
ENQUIRER, 0, 1
MIRE, 0, 1
ENLIGHTEN, 0, 1
ENORMOUS, 0, 1
MIRAMAK, 0, 1
ENSLAVE, 0, 1
MINERALS, 0, 1
MINGLED, 0, 1
ENTERPRISE, 0, 1
ENTANGLEMENT, 0, 1
MINI, 0, 1
MINIVAN, 0, 1
MINNESOTA, 0, 1
MINIMIZE, 0, 1
ENSURE, 0, 1
MISCHIEF, 5, 1
MISTER, 10, 1
MISTERS, 0, 1
ENFORCER, 0, 1
MISTAKES, 0, 1
MISTREAT, 0, 1
ENEMA, 0, 1
MISUNDERSTANDING, 0, 1
ENERGIZER, 0, 1
ENEMIES, 0, 1
MISSPELL, 0, 1
MISGUIDED, 0, 1
MISHAP, 0, 1
MISCHIEVOUS, 0, 1
MISDEMEANOR, 0, 1
MISLEAD, 0, 1
ENIGMA, 0, 1
ENHANCE, 0, 1
ENJOYABLE, 0, 1
MISSES, 5, 1
ENTERTAINER, 0, 1
MICROSCOPIC, 0, 1
MICROSOFT, 0, 1
EQUILIBRIUM, 0, 1
EQUATOR, 0, 1
EPOCH, 0, 1
MIDDAY, 0, 1
EPIDERMIS, 0, 1
MID-LIFE, 0, 1
MID-WEEK, 0, 1
MICRO, 0, 1
ERIK, 0, 1
METRO, 0, 1
ERUPTION, 0, 1
METEORITE, 6, 1
METROPOLIS, 0, 1
MICHAEL JACKSON, 0, 1
MICHELOB, 0, 1
METS, 0, 1
EQUIVALENT, 0, 1
MIDDLE CLASS, 0, 1
MILK CARTON, 0, 1
MILKSHAKE, 0, 1
ENTIRE, 0, 1
ENTICE, 0, 1
ENTHUSIASM, 0, 1
MILLIONAIRE, 0, 1
MINCE, 0, 1
MILLENNIA, 0, 1
ENTERTAINING, 0, 1
ENZYME, 0, 1
EONS, 0, 1
MIDGETS, 0, 1
MIDDLE EAST, 0, 1
MIDDLE SCHOOL, 0, 1
EON, 0, 1
MIGHTY MOUSE, 0, 1
MIGRAINE, 0, 1
MIDWEST, 0, 1
ENZYMES, 0, 1
FLYER, 0, 1
HUM, 5, 1
HUMAN RESOURCES, 0, 1
GODZILLA, 0, 1
HULK, 0, 1
GODMOTHER, 0, 1
GODFATHER, 0, 1
HUMILITY, 0, 1
GODLINESS, 1, 1
HUMIDITY, 0, 1
HUBBARD, 0, 1
GOO-GOO, 0, 1
HOUSEHOLD, 0, 1
GOOD-BYE, 0, 1
GOOD WILL, 0, 1
HOUSEKEEPER, 0, 1
GOGGLES, 0, 1
HOW MUCH, 0, 1
HOUSES, 0, 1
GOO-GAA, 0, 1
GODDESS, 3, 1
HURTFUL, 0, 1
GLOSSY, 0, 1
HURRIED, 0, 1
GLUM, 0, 1
HUSK, 0, 1
HYDRANT, 0, 1
HYMN, 9, 1
GLOSSARY, 0, 1
HYATT, 0, 1
GNOME, 0, 1
GOBBLE, 0, 1
GOATS, 0, 1
HUMOROUS, 0, 1
HUMPS, 0, 1
GOALIE, 0, 1
GO ALONG, 0, 1
HUNTERS, 0, 1
GO UP, 0, 1
GO OVER, 0, 1
GOOD-LOOKING, 0, 1
GRANDCHILD, 0, 1
HONK, 0, 1
HOMICIDE, 0, 1
HOMOGENEOUS, 0, 1
GRAIL, 0, 1
GRADUATED, 0, 1
HOOPLA, 0, 1
HOOKED, 7, 1
HOOKERS, 0, 1
GRANDCHILDREN, 0, 1
HOLLAND, 0, 1
HOLLY, 0, 1
GRANOLA, 0, 1
HOLINESS, 2, 1
HOLMES, 0, 1
HOMECOMING, 0, 1
HOMES, 0, 1
HOLSTER, 0, 1
HOME RUN, 0, 1
HOORAY, 0, 1
HORSESHOES, 0, 1
GOPHER, 0, 1
HORRID, 0, 1
GORBACHEV, 0, 1
GOOK, 0, 1
GOODIES, 0, 1
HOTLINE, 0, 1
GOOF OFF, 0, 1
HOT  DOGS, 0, 1
GORGE, 0, 1
HOPPER, 0, 1
HOPS, 0, 1
HOOT, 9, 1
HOOTER, 0, 1
HORMONE, 0, 1
HORNY, 0, 1
HORRENDOUS, 0, 1
GOUGE, 0, 1
HORNET, 0, 1
HYPNOTIST, 0, 1
IMPLODE, 0, 1
IMPLORE, 0, 1
IMPERSONAL, 0, 1
IMPERSONATE, 0, 1
IMPLOSION, 0, 1
GHASTLY, 0, 1
IMPOSTER, 0, 1
IMPLY, 0, 1
IMPORT, 0, 1
IMPERFECT, 0, 1
IMMORTAL, 0, 1
IMPASSIVE, 0, 1
IMMENSE, 0, 1
IMMOBILE, 0, 1
GHOST BUSTERS, 0, 1
IMPEDIMENT, 1, 1
IMPERATIVE, 0, 1
IMPEACH, 0, 1
IMPEDE, 0, 1
IMPOTENT, 0, 1
IN MIND, 0, 1
IN ONE, 0, 1
IN CHIEF, 0, 1
IN COGNITO, 0, 1
IN PERSON, 0, 1
IN TOUCH, 0, 1
IN WAY, 0, 1
IN THE MIST, 0, 1
IN TIME, 0, 1
IN CHARGE, 0, 1
GETTING, 0, 1
IMPRINT, 0, 1
IMPOVERISHED, 0, 1
IMPRESS, 0, 1
IMPRISON, 0, 1
IMPURE, 0, 1
IN BACK, 0, 1
GET UP, 0, 1
GET LOOSE, 0, 1
GIBBERISH, 0, 1
ICEBOX, 0, 1
ICEE, 0, 1
ICE SKATING, 0, 1
GLASSY, 0, 1
ICELAND, 0, 1
IDAHO, 0, 1
GLAMOUR, 0, 1
ICKY, 0, 1
ICON, 0, 1
ICE CUBE, 0, 1
I-75, 0, 1
I.B.M., 0, 1
GLIDER, 0, 1
HYSTERIA, 0, 1
I.O.U., 0, 1
ICE BOX, 0, 1
GLEAM, 0, 1
IBM, 0, 1
GLEE, 0, 1
GLADIATOR, 0, 1
GILLIGAN, 0, 1
GIFTS, 0, 1
ILLUSTRATED, 0, 1
GILLIGAN'S, 0, 1
IMAGINATIVE, 0, 1
GIDGET, 0, 1
GIDDY, 0, 1
IMBALANCE, 0, 1
IMBECILE, 0, 1
GIMMICK, 0, 1
IGLOO, 0, 1
GIVE IN, 0, 1
GLACIER, 1, 1
IDOLIZE, 0, 1
IGUANA, 0, 1
GINGER, 0, 1
ILLUMINATE, 0, 1
GINGIVITIS, 0, 1
GINGERBREAD, 0, 1
HOLES, 0, 1
HBO, 0, 1
GUMPTION, 0, 1
GUNK, 0, 1
HAZEL, 0, 1
HEAD & SHOULDERS, 1, 1
HEADED, 0, 1
HEADLIGHT, 0, 1
HEAD STONE, 0, 1
HEADBAND, 0, 1
HAY FEVER, 0, 1
HABITUAL, 0, 1
GYMNAST, 1, 1
HATRED, 0, 1
HATTER, 0, 1
HAVEN, 11, 1
GUSHER, 0, 1
GUSH, 0, 1
HAVOC, 3, 1
HAWAIIAN, 0, 1
HEADLIGHTS, 0, 1
HEARTED, 0, 1
HEARTH, 0, 1
HEARTACHE, 0, 1
HEARTBURN, 0, 1
HEARTS, 0, 1
HEATING, 0, 1
HEAVENS, 0, 1
GUARDIANS, 0, 1
HEATER, 14, 1
HEART BEAT, 0, 1
HEAP, 0, 1
GUESTS, 0, 1
GUIDELINES, 0, 1
GUIDELINE, 0, 1
GUESSES, 0, 1
GUAVA, 0, 1
HEART ATTACK, 0, 1
HEARING AID, 0, 1
HEARSAY, 0, 1
HATING, 0, 1
HAPHAZARD, 0, 1
HALT, 10, 1
HANKY, 0, 1
HANUKKAH, 0, 1
HALLMARK, 0, 1
HARD ROCK, 0, 1
HARD WORK, 0, 1
HALEY'S, 0, 1
HARD HEADED, 0, 1
HAMBURGERS, 0, 1
HANDBAG, 3, 1
HANDSHAKE, 0, 1
HANDCUFFS, 2, 1
HANDOUTS, 0, 1
HAND OUT, 0, 1
HAMMOCK, 5, 1
HANGNAIL, 0, 1
HANDY, 0, 1
HANES, 0, 1
HARD WORKING, 0, 1
HAGAAR, 0, 1
HADES, 0, 1
HASH, 0, 1
HASH BROWNS, 0, 1
HATCH, 5, 1
HATEFUL, 0, 1
HATERS, 0, 1
HATCHET, 4, 1
HACK, 0, 1
HAGAR, 0, 1
HARDSHIP, 0, 1
HAIRLESS, 0, 1
HARDBALL, 0, 1
HARDER, 0, 1
HARLEM, 0, 1
HAIKU, 0, 1
HARPSICHORD, 0, 1
HARLEY, 0, 1
HARMONICA, 0, 1
HEAVIER, 0, 1
HILLS, 0, 1
HILLY, 0, 1
GREEDY, 0, 1
HILLBILLY, 0, 1
HINDSIGHT, 0, 1
HIP-HUGGERS, 0, 1
HIPS, 0, 1
HINGE, 1, 1
GREATEST, 88, 1
HIKER, 0, 1
HIGH CLASS, 0, 1
GREY, 0, 1
HIDE-OUT, 0, 1
GREY POUPON, 0, 1
HIGH WIRE, 0, 1
GREENLAND, 0, 1
GREEKS, 0, 1
HIGHLIGHT, 2, 1
HIGHLIGHTER, 0, 1
HIROHITO, 0, 1
GRATUITY, 0, 1
HOFFA, 0, 1
HIVES, 0, 1
HOAGIE, 0, 1
HOLA, 0, 1
HOLDS, 0, 1
GRANT'S, 0, 1
GRAPEVINE, 0, 1
HOLDERS, 0, 1
HIVE, 2, 1
HISS, 0, 1
HIT-MAN, 0, 1
HIROSHIMA, 0, 1
HIS, 0, 1
HITCHCOCK, 0, 1
HITS, 0, 1
HIV, 0, 1
HITCHHIKER, 0, 1
GRAVESTONE, 0, 1
GRIMM, 0, 1
GROVE, 14, 1
GROUPER, 0, 1
GROWN-UPS, 3, 1
GROWING, 0, 1
GROUNDHOG, 0, 1
HEMOGLOBIN, 0, 1
HEMORRHOIDS, 0, 1
HELPING, 0, 1
GROUCHY, 0, 1
GROWS, 0, 1
GTE, 0, 1
HEDGEHOG, 0, 1
GUARANTEE, 0, 1
GUADELOUPE, 0, 1
GRUMPY, 0, 1
GRUMBLE, 0, 1
HEIMLICH, 0, 1
HEELS, 0, 1
HEFTY, 0, 1
HEMP, 0, 1
HERPES, 0, 1
HERSHEL, 0, 1
HEROIN, 2, 1
HEROINE, 5, 1
HESITANT, 0, 1
GRIN, 0, 1
GRIMY, 0, 1
HEW, 0, 1
HEY, 0, 1
GRITTY, 0, 1
HERBAL, 0, 1
HERDER, 0, 1
GROTESQUE, 0, 1
GROPE, 0, 1
GROCER, 0, 1
GRIZZLY, 1, 1
HERMAN, 0, 1
HEREDITARY, 0, 1
HEREDITY, 0, 1
JONES, 0, 1
JOT, 0, 1
FRAGMENT, 0, 1
JOKING, 0, 1
JOURNALISM, 0, 1
FOWL, 0, 1
JUBILATION, 0, 1
JOURNALIST, 0, 1
FOYER, 0, 1
FRAGMENTS, 0, 1
JOHN HANCOCK, 0, 1
JOHNNY, 0, 1
FRANKS, 0, 1
FRANKNESS, 0, 1
JOHNS, 0, 1
JOINED, 0, 1
JOINTS, 0, 1
JOHNSON, 0, 1
FRANKLIN, 0, 1
JUDAS, 0, 1
JUNIORS, 0, 1
FORMING, 0, 1
FORMS, 0, 1
JUNIOR, 75, 1
JUNKIE, 0, 1
FORMAT, 0, 1
FORKS, 0, 1
FORMICA, 0, 1
JURASSIC, 0, 1
FORNICATION, 0, 1
JUDGEMENT, 0, 1
JUDGES, 0, 1
JUDE, 0, 1
FOURTH, 0, 1
FOUR-BY-FOUR, 0, 1
JUMBLED, 0, 1
FORT, 55, 1
FOUR EYES, 0, 1
FOSSIL, 0, 1
JOEY, 0, 1
JASON, 0, 1
JAWS, 10, 1
FRIENDLINESS, 4, 1
FRIDGE, 0, 1
JAY, 0, 1
JEALOUSY, 4, 1
JEDI, 0, 1
FRIAR, 0, 1
JAZZERCISE, 0, 1
FRIGHTEN, 0, 1
JAILOR, 0, 1
JAMAICA, 0, 1
JAGUAR, 0, 1
JAI ALAI, 0, 1
JAMES, 0, 1
JANE FONDA, 0, 1
JANE'S, 0, 1
JAMES BOND, 0, 1
FRIGHTENING, 0, 1
FRET, 0, 1
JITTERS, 0, 1
JITTERY, 0, 1
JILL, 0, 1
JINX, 0, 1
JOAN, 0, 1
FRAZZLED, 0, 1
FRAT, 0, 1
FRECKLE, 3, 1
JOBLESS, 2, 1
JIGSAW, 0, 1
FREQUENTLY, 0, 1
JELLYFISH, 0, 1
JEFFERSON, 0, 1
FRESHMEN, 0, 1
FREQUENT, 34, 1
FRENCH HORN, 0, 1
FREDDY KRUGER, 0, 1
JERSEY, 0, 1
JETSONS, 0, 1
FORKLIFT, 0, 1
KIPPER, 0, 1
KISSING, 0, 1
KINGS, 0, 1
KINKY, 0, 1
KIT, 2, 1
FOOTBALL PLAYER, 0, 1
KITTY, 0, 1
FOR DOLLARS, 0, 1
FOOTING, 0, 1
KING KONG, 0, 1
KILT, 0, 1
FORECAST, 0, 1
KILOMETER, 8, 1
KILOWATT, 0, 1
FOREARM, 0, 1
KINETIC, 8, 1
FORCEPS, 0, 1
KINDA, 0, 1
KINDERGARTEN COP, 0, 1
KKK, 0, 1
KNOCK-KNOCK, 0, 1
KNOCK-OUT, 0, 1
KNOBS, 0, 1
KNOCK OUT, 0, 1
FOIBLE, 0, 1
KNOWING, 0, 1
KNOWLEDGEABLE, 0, 1
FOES, 0, 1
KNOW HOW, 0, 1
FOLDED, 0, 1
FONDLE, 0, 1
KNEELING, 0, 1
FOOD STAMP, 0, 1
KMART, 0, 1
FOLLOWERS, 0, 1
KNIGHT RIDER, 0, 1
FOLK, 0, 1
KNEES & TOES, 0, 1
FOLKS, 0, 1
KILOGRAM, 0, 1
FORGIVENESS, 0, 1
KEEP OUT, 0, 1
KEEBLER, 0, 1
KEEN, 0, 1
FORGETFUL, 0, 1
KELVIN, 0, 1
KENNEDY, 0, 1
FORGERY, 0, 1
KELLY, 0, 1
KAY, 0, 1
KANE, 0, 1
KANSAS, 0, 1
FORGOTTEN, 0, 1
KALEIDOSCOPE, 0, 1
FORGOT, 0, 1
KAT, 0, 1
KATHY, 0, 1
KAREN, 0, 1
KARMA, 0, 1
KENT, 0, 1
KIDNAPPER, 0, 1
FOREMAN, 0, 1
FORESEEN, 0, 1
KIDDER, 0, 1
FOREIGNER, 0, 1
FOREGROUND, 0, 1
KILO, 0, 1
KIELBASA, 0, 1
KILLED, 0, 1
KICKING, 0, 1
FORGE, 0, 1
FOREWARNED, 0, 1
KERCHIEF, 0, 1
KERNEL, 0, 1
KEY WEST, 0, 1
FORESHADOW, 0, 1
KICK OUT, 0, 1
KEYCHAIN, 0, 1
KGB, 0, 1
JACKSONS, 0, 1
INGENIOUS, 0, 1
INGENUITY, 0, 1
GAZELLE, 1, 1
INFREQUENT, 0, 1
INGEST, 0, 1
GAYS, 0, 1
INHERITANCE, 0, 1
INGESTION, 0, 1
INGROWN, 0, 1
INFLEXIBLE, 0, 1
INFANTILE, 0, 1
INFERIORITY, 0, 1
INERTIA, 2, 1
INEXPERIENCE, 0, 1
INFESTED, 0, 1
GELATIN, 0, 1
INFLATION, 5, 1
INFIDELITY, 0, 1
GEMINI, 0, 1
INHUMANE, 0, 1
GAP, 0, 1
INSECTS, 0, 1
GARNISH, 0, 1
